filename,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
door,0.40342167,0.642704725,-0.00013541,0.366039783,0.544333756,-0.188515171,0.451968014,0.439338446,-0.279857635,0.508784592,0.352741003,-0.352927774,0.533882797,0.270329893,-0.387864202,0.704146326,0.489579618,-0.217410594,0.837937593,0.498938978,-0.36826095,0.696849883,0.520996034,-0.350325376,0.600730836,0.525636494,-0.292051136,0.733951867,0.562630892,-0.192695439,0.86057508,0.564287245,-0.427239835,0.669803977,0.577356279,-0.414798796,0.597620904,0.578331351,-0.330581188,0.736553788,0.630412102,-0.191029474,0.848295093,0.636047006,-0.405751973,0.658393919,0.636956036,-0.35815075,0.583126605,0.634898901,-0.266167104,0.723519266,0.689756215,-0.206184149,0.806122184,0.702994823,-0.337614954,0.682989776,0.692828894,-0.31671387,0.622217894,0.685140312,-0.257510453
door,0.339884996,0.677045703,-0.000109835,0.363961846,0.559916556,-0.146433607,0.452903688,0.451141179,-0.223483637,0.518405318,0.349191964,-0.295663983,0.540996552,0.261536241,-0.326245487,0.693432271,0.492128313,-0.058443137,0.845368385,0.498830885,-0.200145692,0.684331894,0.530225515,-0.201274082,0.607737422,0.533579469,-0.14320901,0.720607817,0.562506676,-0.034248233,0.854394615,0.570237756,-0.286122322,0.646041512,0.59344548,-0.292517513,0.60465169,0.583676636,-0.183821067,0.732139945,0.627520204,-0.046091251,0.847382069,0.638934076,-0.243141294,0.648274183,0.64610821,-0.213506639,0.598613203,0.633238912,-0.114159465,0.730002522,0.688515246,-0.0669479,0.81646353,0.694103956,-0.152610704,0.684329152,0.686603963,-0.137829229,0.636158705,0.674445212,-0.065041825
door,0.350816816,0.682223797,-0.00010643,0.368738711,0.562985718,-0.130652368,0.456168592,0.454433501,-0.200074583,0.518427491,0.352992356,-0.263257086,0.5358302,0.261291862,-0.298460692,0.685716927,0.490024924,-0.046149254,0.844924212,0.495836377,-0.169011623,0.696707129,0.523829341,-0.176895812,0.615371287,0.524910033,-0.129056007,0.715232193,0.559503376,-0.019637603,0.861822486,0.5653615,-0.226268038,0.663254261,0.590195477,-0.242828161,0.605897486,0.580937505,-0.162482902,0.730510414,0.624105096,-0.021324787,0.856637239,0.634923816,-0.184734032,0.661311448,0.64538914,-0.182019293,0.592012644,0.633659303,-0.110616066,0.729888082,0.685103655,-0.030339573,0.830585718,0.686440051,-0.098162152,0.701418042,0.684017777,-0.088785999,0.63580513,0.676287234,-0.029193548
door,0.358986467,0.677198887,-9.36E-05,0.383760333,0.563224137,-0.138151243,0.469793558,0.452750325,-0.206847087,0.526773334,0.349769652,-0.270227343,0.541472077,0.257508278,-0.30760026,0.694963157,0.488120437,-0.046761904,0.86027509,0.503563464,-0.17338042,0.716166377,0.528613806,-0.185332686,0.628744066,0.523742795,-0.137568384,0.721814334,0.558150649,-0.017643966,0.873473048,0.572982371,-0.226430312,0.674088001,0.596368194,-0.247653723,0.609719396,0.582391024,-0.167718768,0.73487246,0.62311101,-0.012024824,0.867299438,0.641462445,-0.186524987,0.670060515,0.649688721,-0.188213468,0.593804359,0.631666303,-0.111604601,0.730248034,0.682524204,-0.015460043,0.833122075,0.690346003,-0.096466541,0.702845633,0.686727405,-0.087619752,0.633403599,0.673197985,-0.020444062
door,0.365198553,0.675373793,-1.83E-05,0.401629388,0.557666719,-0.142745003,0.487935066,0.447377503,-0.212666422,0.544315219,0.343129069,-0.275159061,0.566660583,0.24775362,-0.316158623,0.701938868,0.489108801,-0.056416377,0.879895985,0.513780594,-0.162706375,0.740923643,0.533201396,-0.167600498,0.643262804,0.526113391,-0.119482175,0.724085212,0.559530556,-0.015172524,0.881897092,0.581786573,-0.201163173,0.689974129,0.59930563,-0.232046202,0.613740265,0.583470464,-0.167569458,0.733206511,0.621545434,0.00659921,0.867050231,0.647821188,-0.145157263,0.680649459,0.65200454,-0.158485025,0.597658396,0.630805016,-0.101660103,0.726200044,0.6756531,0.02100493,0.829708099,0.688870192,-0.051885851,0.709066987,0.684911013,-0.053963061,0.637171388,0.670646667,-0.005066897
door,0.372532904,0.670805991,-2.60E-05,0.427240372,0.546678364,-0.137793735,0.51194942,0.437864363,-0.196761131,0.572823882,0.334791631,-0.243184403,0.603266418,0.245832682,-0.264351815,0.715022385,0.493574768,-0.039296016,0.897950768,0.529301822,-0.117781937,0.751325846,0.545844078,-0.120159425,0.650013626,0.531746566,-0.07291989,0.724365592,0.563542604,0.020712433,0.882408142,0.594564259,-0.132187158,0.70020318,0.606480718,-0.171524569,0.623078406,0.585295737,-0.123085588,0.722732067,0.622705936,0.062824525,0.849594057,0.657312512,-0.059166819,0.68305099,0.655076981,-0.078996882,0.60821116,0.626368821,-0.037934769,0.712632,0.670294583,0.100603074,0.800496578,0.68895334,0.057351284,0.6970945,0.681058407,0.061848309,0.63804543,0.663466454,0.11008966
door,0.390016675,0.667330444,2.19E-05,0.463344038,0.535986662,-0.128508449,0.552367866,0.430727661,-0.161140248,0.613032341,0.332137227,-0.179887101,0.650191426,0.247221291,-0.172854468,0.72522831,0.49466452,-0.002423073,0.903717995,0.53940171,-0.061919749,0.76013875,0.553169847,-0.068104811,0.658654094,0.534929812,-0.022828247,0.720105231,0.562734604,0.069398277,0.878525138,0.599679649,-0.055739582,0.708298743,0.607364357,-0.105598763,0.623556852,0.585282266,-0.067877129,0.706974149,0.617819309,0.122527152,0.827831984,0.657338679,0.018301256,0.673286736,0.652088761,-0.016117077,0.59344244,0.620634377,0.014821498,0.690918148,0.658499241,0.172616705,0.774780393,0.676912963,0.154609054,0.688309968,0.669584274,0.16454275,0.633620441,0.654138803,0.211990446
door,0.413275182,0.65676862,-1.74E-05,0.484072566,0.530515075,-0.134722978,0.565004647,0.429118007,-0.177205443,0.621148467,0.332877636,-0.205691785,0.66369611,0.245079011,-0.218031809,0.733660877,0.50128448,0.004440767,0.885809362,0.546099305,-0.063685752,0.751559258,0.553898811,-0.073960669,0.655632555,0.533134818,-0.036321439,0.720294476,0.567088664,0.074188031,0.862146854,0.60403198,-0.058535505,0.697314024,0.607472062,-0.123301089,0.616185129,0.582547724,-0.087851599,0.697322726,0.620568335,0.130766243,0.808199167,0.661416471,0.010381751,0.66179961,0.652493596,-0.040931534,0.588720739,0.618415236,-0.009728769,0.672702134,0.658746839,0.18063058,0.746769607,0.681055129,0.140474766,0.66203016,0.670385361,0.141563118,0.61119163,0.651622534,0.194415376
door,0.415334225,0.653036952,-1.45E-05,0.49074164,0.528827071,-0.131463066,0.571356535,0.42836985,-0.16866307,0.628303826,0.333367109,-0.191653118,0.675088406,0.248558044,-0.201092184,0.730239272,0.499833971,0.004576177,0.876107574,0.549467087,-0.051173236,0.74663502,0.555658579,-0.056105159,0.652549028,0.533520758,-0.018466823,0.714337051,0.564790428,0.07623785,0.845483601,0.606749117,-0.03987829,0.692798555,0.60666281,-0.106929816,0.613855004,0.579703748,-0.08050593,0.68944788,0.616449356,0.136589661,0.788560987,0.659482896,0.033695363,0.653403342,0.649108469,-0.019565439,0.583483696,0.613902092,0.003440386,0.663367391,0.652029157,0.189211309,0.727019787,0.675307512,0.159869343,0.650346816,0.664575398,0.15889971,0.603496432,0.644625068,0.204959407
door,0.475872219,0.60680306,-5.84E-05,0.507085264,0.519325316,-0.21741578,0.586938143,0.431969345,-0.341771543,0.638580441,0.37721169,-0.423408419,0.661295235,0.335037649,-0.490037769,0.670251787,0.48059386,-0.3722637,0.78364259,0.501027346,-0.517182469,0.686309397,0.508849502,-0.567099154,0.621815145,0.490110308,-0.590989232,0.678484917,0.546796679,-0.317858726,0.759051383,0.587079823,-0.48807174,0.639295161,0.581807792,-0.493773937,0.585540414,0.549141347,-0.504505455,0.661198676,0.602459669,-0.280970156,0.734268069,0.630167782,-0.420361936,0.628026366,0.609811366,-0.415937543,0.569534183,0.570685685,-0.411369234,0.631611466,0.643794358,-0.25571683,0.67956996,0.665542126,-0.34240675,0.627240419,0.652106464,-0.343781888,0.604010344,0.625301957,-0.35271737
