filename,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
pinky,0.333275676,0.595740318,-3.70E-05,0.330597043,0.531136572,0.065764688,0.389852345,0.487757534,0.079201214,0.476563036,0.465919524,0.102723286,0.529425442,0.463676304,0.119490504,0.455093384,0.450797319,-0.146342501,0.547181368,0.359429955,-0.079331011,0.566575229,0.317393422,-0.029894697,0.593935966,0.28484422,-0.025266929,0.517691672,0.477012753,-0.140368953,0.603472471,0.417228997,-0.030727228,0.565290451,0.43815133,0.060509052,0.530830204,0.45853579,0.067520291,0.563547134,0.507049918,-0.11124295,0.652507544,0.448873729,0.0083142,0.605853915,0.470819443,0.06948483,0.566696942,0.490972489,0.057627842,0.603722811,0.537950993,-0.072680987,0.678596556,0.484527111,-0.008104129,0.660306573,0.484746695,0.010815114,0.648663044,0.490088165,-0.010108165
pinky,0.139903158,0.691111684,-0.000263434,0.241673917,0.571557462,0.258620113,0.356599569,0.50553894,0.37763837,0.448705673,0.47900787,0.457867742,0.513789773,0.470174342,0.50978452,0.465260118,0.436594963,0.203118786,0.548537016,0.320282549,0.30822894,0.586140215,0.266260624,0.37738806,0.619439363,0.235075057,0.422427863,0.531822562,0.462764829,0.122820221,0.595685303,0.413354844,0.334608078,0.547272563,0.441586286,0.41705063,0.506951511,0.467001528,0.420554161,0.573616385,0.498750329,0.066348098,0.627145886,0.451415181,0.27775842,0.579382479,0.47610864,0.331926316,0.534089088,0.505633533,0.300511777,0.613100469,0.541800559,0.025027318,0.663687825,0.485616833,0.172512695,0.635117173,0.494179845,0.219317436,0.601393819,0.516847253,0.210098311
pinky,0.323735714,0.602872908,-7.61E-06,0.308240056,0.527703106,0.090086706,0.363405466,0.481838226,0.104526207,0.452245265,0.460239917,0.136873633,0.516669869,0.456678301,0.151028454,0.439795643,0.449452698,-0.132467017,0.539114118,0.361039847,-0.099496134,0.59409672,0.30316937,-0.099631086,0.64583981,0.25912264,-0.128217563,0.513667226,0.48584345,-0.135585472,0.603070915,0.434324205,-0.03587506,0.570437074,0.453350931,0.055478428,0.534841955,0.47445792,0.075294197,0.572941542,0.529382706,-0.116027616,0.661749601,0.474762648,-0.020564847,0.626349211,0.489669591,0.04692677,0.589236498,0.507067919,0.060300417,0.62212795,0.575639963,-0.08324708,0.698054135,0.519982278,-0.006682406,0.67478925,0.52781105,0.052472219,0.65008229,0.545372248,0.069713391
pinky,0.095566541,0.673506379,-0.000238875,0.331854761,0.674760282,0.290966123,0.461132169,0.6397053,0.425110936,0.549791574,0.58773005,0.523906767,0.584773183,0.542672813,0.598677397,0.593481183,0.594672024,0.19979088,0.671983659,0.512178957,0.362148434,0.626996577,0.503591597,0.464618891,0.592124999,0.509524763,0.500063598,0.567127466,0.541379094,0.106564313,0.647408783,0.462673396,0.312052995,0.586544514,0.473745197,0.41458407,0.543440402,0.496040732,0.425519496,0.517307937,0.49151054,0.045764517,0.610259533,0.413009822,0.227907047,0.562596202,0.418456614,0.326201648,0.522460341,0.437199652,0.340948999,0.461728066,0.453154624,0.013454846,0.548044622,0.366158962,0.059138156,0.593405008,0.314365178,0.084481783,0.634567618,0.277147919,0.086500831
pinky,0.322360098,0.60297519,-3.74E-05,0.313835442,0.528417706,0.075408943,0.377396524,0.485922426,0.072202854,0.470158786,0.470521301,0.089360267,0.53047514,0.471467048,0.093391016,0.459357381,0.455827981,-0.159102604,0.575875998,0.370659411,-0.154281795,0.654336452,0.315686524,-0.185909227,0.723092675,0.272308767,-0.236506984,0.530357242,0.495153368,-0.163302809,0.627807498,0.450116217,-0.077468157,0.586106896,0.472188264,0.010566588,0.541405618,0.490915716,0.026973462,0.582835138,0.542628229,-0.146853521,0.675547004,0.494139433,-0.057968762,0.635433674,0.509299517,0.001999322,0.594814181,0.523801446,0.007415652,0.622670531,0.593258321,-0.120636322,0.704739809,0.542424917,-0.039286412,0.675242126,0.551519454,0.022822276,0.642638803,0.56896764,0.037014287
pinky,0.133396924,0.664211631,-5.29E-05,0.355779499,0.672789454,0.251346201,0.477370143,0.644999444,0.386265874,0.569211245,0.599522829,0.49075079,0.616649032,0.562485993,0.579367101,0.619413495,0.618821979,0.182391033,0.703866482,0.5408113,0.361072809,0.634098053,0.540189505,0.455482513,0.579624176,0.558228552,0.467119515,0.588195205,0.558752179,0.0975082,0.65738833,0.489075422,0.311253071,0.588119149,0.496054202,0.392197639,0.539576173,0.518502474,0.369574994,0.535020351,0.500804186,0.047766313,0.619288146,0.442406595,0.2324913,0.563504219,0.452278703,0.299036741,0.515364289,0.474086702,0.293983519,0.473750383,0.453359187,0.018705366,0.590600491,0.368729651,0.063809693,0.659147918,0.31464681,0.080631077,0.717839241,0.276949674,0.07131394
pinky,0.155750692,0.656881154,-0.000100515,0.361803025,0.679454267,0.268540859,0.47940737,0.657530904,0.404375315,0.566454172,0.615943015,0.51030463,0.611571312,0.57911545,0.596856654,0.624492645,0.637304902,0.173556209,0.709105372,0.560158253,0.366962165,0.636009872,0.559438109,0.460336685,0.574284136,0.579350829,0.462510198,0.596888244,0.574686706,0.087869808,0.670593858,0.50245899,0.312185973,0.604428053,0.508357584,0.401810408,0.551637113,0.530558765,0.380393445,0.546237707,0.515161514,0.040194653,0.631047666,0.455632448,0.244493887,0.572684228,0.46528542,0.321605146,0.519754291,0.486675113,0.314121515,0.487811774,0.465519875,0.013694512,0.617275357,0.384540141,0.058140039,0.700052738,0.3351143,0.070583865,0.767905295,0.301202178,0.056737527
pinky,0.171020925,0.645358682,-8.97E-05,0.361112624,0.680731893,0.255501986,0.47637853,0.663170934,0.38300252,0.561899424,0.62637043,0.479940772,0.609047532,0.59119767,0.561616659,0.622595549,0.648529351,0.147509515,0.715080023,0.574595571,0.319095463,0.649176359,0.567845464,0.400722802,0.588310361,0.58492595,0.397182614,0.597818315,0.5859043,0.071079172,0.678741753,0.516409636,0.291297674,0.614995003,0.520181119,0.380431235,0.560197711,0.541581452,0.363880396,0.550632477,0.525573432,0.032627966,0.639974773,0.46951887,0.240648493,0.580498219,0.477545083,0.317715257,0.525684774,0.496313751,0.306909651,0.497779727,0.475817502,0.013666042,0.641654015,0.401205152,0.059921857,0.735626578,0.355854571,0.065657079,0.81331259,0.325288653,0.046540514
pinky,0.190873861,0.635449767,1.92E-06,0.270604312,0.555014014,0.202292874,0.381585538,0.517733157,0.295466155,0.487949342,0.503683925,0.366025507,0.563560247,0.502404153,0.414604634,0.53251946,0.504319549,0.041084547,0.678987861,0.432086349,0.158718377,0.733204007,0.391295791,0.217349678,0.784815669,0.371281922,0.233047426,0.582684577,0.543117821,0.001794573,0.682809591,0.489790678,0.20037517,0.631598115,0.495677561,0.309727103,0.581322372,0.519350708,0.33191669,0.605695367,0.581539869,-0.00492501,0.700533271,0.532140791,0.174253553,0.648326695,0.535744309,0.259876102,0.594071329,0.551018417,0.270456433,0.616891682,0.620621502,0.005814705,0.718065679,0.574574709,0.128284365,0.707825482,0.563369811,0.19035092,0.68582356,0.567726791,0.214567661
pinky,0.179076195,0.62245822,-5.64E-05,0.30591327,0.60866648,0.166598007,0.433307886,0.585150898,0.23363708,0.545154214,0.564179361,0.291171759,0.609358311,0.548062205,0.324066877,0.571629763,0.586882949,-0.023167143,0.706315279,0.511787117,0.080388181,0.731064439,0.47542125,0.154717013,0.772463202,0.462995291,0.186639771,0.587994039,0.575241327,-0.049016483,0.702801347,0.519662321,0.122415453,0.642196894,0.516409874,0.222690299,0.593244433,0.532888591,0.23241818,0.5852018,0.561792552,-0.045128472,0.698153675,0.510126591,0.119426273,0.646487176,0.511661112,0.18917717,0.598706186,0.526233315,0.181959227,0.577381551,0.553765476,-0.019449195,0.691867232,0.495194763,0.08520411,0.705722451,0.482266128,0.121562906,0.714004815,0.48358503,0.113009512
