filename,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
ok,0.262741417,0.684811532,-0.000283761,0.460477799,0.681960702,-0.192287356,0.589152992,0.615029812,-0.281705678,0.683578134,0.543735623,-0.290381372,0.711767077,0.486446053,-0.25688526,0.35377726,0.527505159,-0.419715136,0.534218848,0.408876538,-0.4387514,0.635049582,0.444909155,-0.281887621,0.653855324,0.5003739,-0.131809339,0.272543609,0.498665571,-0.302464992,0.387344897,0.331726789,-0.406226099,0.473068595,0.239499152,-0.405976862,0.528702617,0.16932711,-0.405685574,0.218228787,0.489612311,-0.175403714,0.276879996,0.344944179,-0.2481675,0.302427143,0.248279005,-0.296574384,0.308661968,0.171417296,-0.342394114,0.201339573,0.497189522,-0.039521351,0.214587525,0.38751179,-0.083613262,0.212608293,0.326531738,-0.121679522,0.204270825,0.277049243,-0.159294009
ok,0.30365926,0.700352311,-0.000224499,0.48507759,0.690521359,-0.219108,0.607843757,0.618813515,-0.315536499,0.707408071,0.538263917,-0.326165348,0.686809003,0.474552959,-0.276802599,0.363771141,0.526728451,-0.458585441,0.517824054,0.407749474,-0.490775287,0.642984748,0.433854938,-0.36272189,0.680658817,0.473388076,-0.242448449,0.287362158,0.490731239,-0.335483462,0.38979888,0.329271853,-0.463850707,0.474427134,0.239825964,-0.479548484,0.521144867,0.166625619,-0.483990401,0.236045614,0.477095604,-0.199171931,0.278952003,0.341684282,-0.297055364,0.303035736,0.251999497,-0.348497272,0.299812376,0.177545369,-0.375972182,0.219084308,0.483810276,-0.058878347,0.218730062,0.382359982,-0.142010435,0.219108179,0.3213346,-0.182072788,0.213688642,0.273682714,-0.208065942
ok,0.298212469,0.710945904,-0.000225495,0.487717181,0.690779507,-0.22364071,0.609830558,0.619882703,-0.319962949,0.707505286,0.54076165,-0.331906855,0.681629419,0.478376925,-0.28073898,0.369390786,0.524846733,-0.438970685,0.520934701,0.407579601,-0.479822278,0.645417035,0.437354803,-0.362415224,0.68308121,0.480137348,-0.250901192,0.290029377,0.492179245,-0.310124338,0.385791183,0.326404512,-0.422577649,0.467349172,0.239716426,-0.424202442,0.51371628,0.167841911,-0.418548405,0.235687226,0.480384946,-0.171078354,0.271333277,0.344042331,-0.255749494,0.296473324,0.253557622,-0.290777206,0.297677636,0.178456783,-0.307766557,0.216673449,0.488748342,-0.029656298,0.21862261,0.388076752,-0.10204763,0.219185323,0.328160703,-0.130869806,0.212884635,0.280614167,-0.146911889
ok,0.294767201,0.722809255,-0.000250113,0.491231978,0.693974495,-0.207675204,0.612164378,0.621594548,-0.294688493,0.707828581,0.541004241,-0.302534431,0.687634587,0.476753086,-0.248004049,0.376346737,0.523759246,-0.40569225,0.523337185,0.406211436,-0.437706947,0.648986101,0.435816944,-0.329169661,0.688435912,0.477193326,-0.233806074,0.295864522,0.492631555,-0.281201035,0.391164601,0.327629983,-0.385272712,0.47160995,0.243467793,-0.386027992,0.514431059,0.172385275,-0.380758256,0.239585146,0.482260287,-0.146916434,0.275340855,0.34434256,-0.227601811,0.303134412,0.256602079,-0.261071742,0.306101501,0.182584494,-0.273741513,0.219387561,0.491585672,-0.00892958,0.217158139,0.388965428,-0.078658335,0.217622638,0.329668701,-0.103878811,0.210472345,0.282546341,-0.111814737
ok,0.289601594,0.729095697,-0.000226764,0.485738307,0.69580543,-0.200193539,0.613701046,0.624873519,-0.285087556,0.718214035,0.544386446,-0.292171359,0.697849393,0.479317427,-0.240016967,0.375076264,0.525873542,-0.397374839,0.526503325,0.407398671,-0.429531962,0.65097636,0.437684685,-0.326494932,0.689426959,0.480101079,-0.237975195,0.293418467,0.493801504,-0.278934181,0.392618477,0.327730119,-0.391363382,0.475726247,0.242917597,-0.40200752,0.519803286,0.171471059,-0.401733518,0.235874519,0.482756376,-0.150262088,0.276357681,0.343898475,-0.234900802,0.307553887,0.255883843,-0.270767808,0.312561154,0.181877315,-0.284071237,0.214992762,0.491622597,-0.017649837,0.213471219,0.38692981,-0.086687639,0.214611784,0.326789945,-0.109335355,0.208041519,0.279182315,-0.115291402
ok,0.281198621,0.734986842,-0.000281501,0.48170957,0.698906779,-0.179484844,0.613900781,0.627101123,-0.256633431,0.720498562,0.546128809,-0.260318846,0.699458241,0.482165575,-0.208559647,0.381145179,0.525677979,-0.36396578,0.526879489,0.406161904,-0.393964231,0.649006069,0.434412777,-0.303442746,0.687741637,0.476108968,-0.22909075,0.297790319,0.494331688,-0.256121755,0.397092283,0.327921659,-0.364406794,0.480309576,0.243895411,-0.37903294,0.522931993,0.172748506,-0.382263631,0.237333462,0.484642625,-0.137115598,0.278544694,0.344821393,-0.217942953,0.309625834,0.257739365,-0.253764182,0.315683484,0.184417367,-0.266614944,0.212019444,0.494904041,-0.014042165,0.213765115,0.38838312,-0.0784804,0.21653004,0.327871203,-0.09701784,0.211508512,0.280090988,-0.100603305
ok,0.283030152,0.740691006,-0.000271038,0.484608859,0.702355146,-0.180751413,0.618644953,0.62716651,-0.259604663,0.726134956,0.544048965,-0.266095489,0.707815051,0.478355527,-0.218130589,0.380072296,0.526705384,-0.367109716,0.524543107,0.406397134,-0.396278828,0.647028983,0.431580603,-0.314921439,0.685578942,0.472057551,-0.252984703,0.296512187,0.495994478,-0.259553671,0.396278888,0.330202401,-0.367721707,0.481895685,0.24480319,-0.387533903,0.524282992,0.172508895,-0.397805482,0.236602128,0.486867815,-0.141141623,0.279231071,0.346930474,-0.218847081,0.313607126,0.258571267,-0.254972696,0.320882022,0.184249341,-0.271773547,0.210474104,0.497666121,-0.0193025,0.209477365,0.390841872,-0.07929235,0.213470548,0.331016839,-0.095144466,0.208408117,0.283411622,-0.099596761
ok,0.282916963,0.744522452,-0.000245239,0.484039664,0.704768538,-0.181897923,0.617974222,0.630589843,-0.261844695,0.726750255,0.549317718,-0.270722389,0.714868367,0.483972758,-0.226731479,0.378261834,0.528964102,-0.361811697,0.525367856,0.408354938,-0.398050666,0.650476098,0.432231039,-0.326747686,0.692292392,0.472742438,-0.27043277,0.29631564,0.498120338,-0.25406462,0.397029996,0.331741631,-0.363753974,0.482717395,0.246239215,-0.387568533,0.526248336,0.173457742,-0.399941891,0.238166153,0.488594592,-0.135043874,0.280412108,0.349334598,-0.212403744,0.311996549,0.26040414,-0.251229823,0.318448067,0.185472071,-0.269822657,0.215007871,0.49853918,-0.01285647,0.215249419,0.392109752,-0.070969395,0.219643712,0.331920743,-0.085903019,0.215470582,0.284314364,-0.090407625
ok,0.283857048,0.747140646,-0.000279825,0.486871183,0.704062998,-0.183113903,0.620949388,0.627961814,-0.260047168,0.728172719,0.546753705,-0.265133709,0.715191543,0.483809799,-0.218515441,0.380999744,0.527760327,-0.358890831,0.5266307,0.407363594,-0.395800829,0.651587903,0.430153161,-0.327779472,0.694156408,0.470514327,-0.275116056,0.298540056,0.497489631,-0.251102865,0.400823712,0.332540751,-0.355246037,0.487543434,0.247148037,-0.376498371,0.531535029,0.17396149,-0.391622812,0.240617245,0.488647342,-0.133218497,0.283861846,0.350493014,-0.208988488,0.31595847,0.261742055,-0.24605529,0.323230088,0.186706454,-0.265793681,0.216971904,0.499424845,-0.013497651,0.216638416,0.394408822,-0.069203913,0.220518813,0.334795058,-0.08266452,0.216461778,0.287813216,-0.08795353
ok,0.285695016,0.748197079,-0.0002743,0.491042137,0.704966724,-0.184800655,0.624119103,0.628711224,-0.259696573,0.729926348,0.547129571,-0.262841851,0.714055777,0.483424962,-0.212313488,0.381893456,0.525144339,-0.347608387,0.527383447,0.406912833,-0.382137716,0.653180659,0.43033421,-0.318895996,0.69683367,0.470319867,-0.269562364,0.301427186,0.494967997,-0.236331776,0.400936604,0.332022607,-0.333319545,0.488012433,0.247050703,-0.352831602,0.533712804,0.173802108,-0.368416518,0.24579668,0.486207128,-0.115482159,0.29029128,0.349776953,-0.184352174,0.324689746,0.261614859,-0.218653172,0.334225684,0.187398583,-0.238092214,0.223695129,0.49713254,0.005307788,0.223037168,0.39471969,-0.043585561,0.226732656,0.336112738,-0.055608857,0.222440377,0.289929032,-0.060622625
ok,0.285819143,0.748661995,-0.000276147,0.490760982,0.705117464,-0.185001299,0.622372985,0.627872705,-0.259263664,0.728173792,0.547318101,-0.26011464,0.71809864,0.485296845,-0.207194135,0.384638667,0.525268972,-0.354315937,0.53414613,0.40772602,-0.387041867,0.6599648,0.433564663,-0.317639023,0.702800095,0.47424677,-0.264303476,0.304180235,0.494957685,-0.242521405,0.405086696,0.331296682,-0.341964781,0.492326528,0.247392863,-0.358560026,0.538618445,0.174941391,-0.371861011,0.248835325,0.485946625,-0.120896488,0.291030109,0.348950356,-0.192238629,0.325193524,0.260508895,-0.227135226,0.335715055,0.185729831,-0.247150362,0.227506876,0.49672243,0.001972242,0.22396104,0.393907845,-0.048942395,0.227007568,0.33525002,-0.060229689,0.223105192,0.288649917,-0.06566155
ok,0.287613153,0.75060755,-0.0002944,0.492816836,0.705974102,-0.184652954,0.624775469,0.628536165,-0.258483708,0.729876041,0.548187196,-0.260145545,0.718162417,0.485173792,-0.210157856,0.387571275,0.525215566,-0.344462514,0.535099566,0.408955991,-0.381563723,0.661708713,0.433374465,-0.322661489,0.706122398,0.473904073,-0.277328372,0.307256162,0.494296163,-0.233031735,0.404921353,0.332372487,-0.332846433,0.491988868,0.24904862,-0.352201492,0.53909409,0.177499652,-0.365254819,0.251674116,0.48553881,-0.113022603,0.291370094,0.349231422,-0.184445962,0.325407386,0.261484921,-0.220001668,0.336559504,0.18734476,-0.240734458,0.229691431,0.496801496,0.007511444,0.22512348,0.393746197,-0.0429882,0.228679821,0.335143566,-0.05523131,0.225924402,0.288433135,-0.060980808
ok,0.289330721,0.751997471,-0.000307087,0.494175494,0.706934154,-0.179889306,0.626952231,0.62700206,-0.248383805,0.731471658,0.54482615,-0.244447902,0.712465286,0.482916564,-0.187410533,0.390854537,0.524167895,-0.336455494,0.537285388,0.406526923,-0.361982107,0.659777343,0.432303309,-0.294205636,0.700551629,0.473591745,-0.245981827,0.30960685,0.494392097,-0.225302786,0.40800041,0.331811965,-0.318009943,0.493638486,0.247982144,-0.335914493,0.540051639,0.176275402,-0.350972921,0.2537449,0.486398876,-0.103903092,0.296276867,0.349972546,-0.171320736,0.329584211,0.261916757,-0.206989363,0.339627504,0.187694609,-0.229686752,0.231434971,0.498140126,0.017928721,0.227872878,0.395180702,-0.029624464,0.230009183,0.337322235,-0.040399738,0.225610495,0.291292906,-0.046240773
ok,0.283416599,0.75366801,-0.000313081,0.490909517,0.707749784,-0.169382602,0.626009345,0.628303707,-0.232331321,0.731503665,0.546337128,-0.224984512,0.714075685,0.484407961,-0.164922893,0.392010331,0.523958623,-0.317855805,0.541324735,0.407532841,-0.34137997,0.6648404,0.433525741,-0.278994411,0.706551969,0.474907219,-0.236321121,0.310168952,0.493905753,-0.209445357,0.409727871,0.331887573,-0.294947654,0.495009482,0.248653173,-0.309709281,0.541671693,0.177671462,-0.321955055,0.253289163,0.486291617,-0.090878204,0.295533895,0.350213677,-0.15136981,0.328429461,0.261998236,-0.183832541,0.339163452,0.188015819,-0.204314679,0.230042562,0.49898845,0.028095951,0.226896077,0.396098107,-0.014534308,0.229607776,0.337596655,-0.023399238,0.225871533,0.291443467,-0.027752183
ok,0.287591279,0.754139245,-0.00029289,0.494309902,0.707396507,-0.167069703,0.628620267,0.627686977,-0.232260644,0.732169688,0.545236647,-0.22665152,0.711906433,0.482929617,-0.171482831,0.393336087,0.52359587,-0.325092167,0.538964629,0.406345814,-0.345315099,0.660296798,0.430705488,-0.284680963,0.700653136,0.472379506,-0.245800838,0.310686827,0.493958324,-0.216237798,0.409270138,0.332594693,-0.301409572,0.493507087,0.25015533,-0.315321267,0.538369834,0.18134433,-0.326782912,0.253278136,0.486717939,-0.096079089,0.295914292,0.350211054,-0.15756169,0.329275072,0.262082517,-0.1900267,0.341164917,0.188573927,-0.211652055,0.229774117,0.499075145,0.024771949,0.225877926,0.395142049,-0.016188562,0.227661878,0.337134659,-0.020823259,0.223964334,0.291263282,-0.022289818
ok,0.292124152,0.752156377,-0.000293664,0.498312742,0.706689715,-0.167535454,0.632079124,0.626834512,-0.23339662,0.735437393,0.543465734,-0.227985919,0.711838365,0.480339408,-0.168853879,0.391139865,0.522021651,-0.329479277,0.53983444,0.403596342,-0.346034586,0.66075331,0.43036902,-0.276758999,0.698996842,0.473228604,-0.229694575,0.308214337,0.4926534,-0.220165193,0.409934372,0.330232978,-0.305060029,0.496079594,0.247488379,-0.313808858,0.542733729,0.177855253,-0.322350234,0.251726985,0.485106915,-0.098339707,0.295430183,0.34811914,-0.158561364,0.33063516,0.260646999,-0.183016479,0.343243182,0.187654197,-0.199010998,0.229236111,0.496985346,0.024155043,0.226712152,0.393406779,-0.016042098,0.229545489,0.335493088,-0.018283298,0.226649493,0.289819539,-0.018410645
ok,0.284740627,0.753800392,-0.000306969,0.491522312,0.709017277,-0.175155073,0.625925779,0.628554881,-0.241165072,0.732373834,0.54684186,-0.235797793,0.721643209,0.483927339,-0.175370738,0.389489651,0.523781538,-0.331557751,0.540144026,0.406072319,-0.355808616,0.666064322,0.43409121,-0.287160367,0.708350182,0.47639066,-0.237500101,0.30913499,0.492893726,-0.218532264,0.408184767,0.329719305,-0.306093544,0.494679004,0.248378068,-0.309715986,0.540590405,0.179146558,-0.310214818,0.253398806,0.484199554,-0.095342241,0.292196989,0.346836507,-0.15742521,0.32784909,0.259706229,-0.180519968,0.340958744,0.186321676,-0.19039391,0.231509089,0.49579072,0.029003903,0.227664024,0.393122137,-0.013226297,0.23223199,0.335787922,-0.015695769,0.230163515,0.290534258,-0.011727739
ok,0.290025324,0.753051996,-0.000282405,0.496313244,0.705601931,-0.163966164,0.629808843,0.626076341,-0.227707356,0.731737852,0.544177413,-0.221820071,0.71383512,0.481587857,-0.161688223,0.390957326,0.521059453,-0.316870153,0.540814281,0.403773665,-0.337389857,0.663788557,0.430499107,-0.276728123,0.70409286,0.473244369,-0.236506611,0.307191133,0.491388291,-0.208533466,0.408637404,0.329100847,-0.294585854,0.495113999,0.246997982,-0.305555671,0.541904986,0.177874714,-0.313431442,0.250121921,0.484087199,-0.088792041,0.293880522,0.346736848,-0.148664996,0.331312656,0.259162664,-0.173680201,0.347275198,0.185963422,-0.18683134,0.227413207,0.496398181,0.032419004,0.225961775,0.391957223,-0.007525644,0.23110421,0.33340615,-0.008430806,0.231560633,0.286786556,-0.005624431
